sample_id,source_id,split,class,augmentation_type,text,json_name,target_preview
581,197,train,basic_pose_control,intensity_small,"Выполни с меньшей амплитудой: согни руки в локтях и поднимай их в стороны до уровня плеч, затем опускай",quality_00581_src_197_intensity_small.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-59.5},{""name"":""left_shoulder_pitch_joint"",""angle"":-68.54},{""name"":""left_shoulder_roll_joint"",""angle"":13.5},{""name"":""left_shoulder_yaw_joint"",""angle"":14.1},{""name"":""left_wrist_pitch_joint"",""angle"":2.32},{""name"":""left_wrist_roll_joint"",""angle"":-92.19},{""name"":""left_wrist_yaw_joint"",""angle"":-36.29},{""name"":""right_elbow_joint"",""angle"":-59.5},{""name"":""right_shoulder_pitch_joint"",""angle"":-68.54},{""name"":""right_shoulder_roll_joint"",""angle"":-13.5},{""name"":""right_shoulder_yaw_joint"",""angle"":-14.1},{""name"":""right_wrist_pitch_joint"",""angle"":2.32},{""name"":""right_wrist_roll_joint"",""angle"":92.19},{""name"":""right_wrist_yaw_joint"",""angle"":36.29}],""duration"":1.2}]"
582,197,train,basic_pose_control,intensity_large,"Выполни шире и выразительнее: согни руки в локтях и поднимай их в стороны до уровня плеч, затем опускай",quality_00582_src_197_intensity_large.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-59.5},{""name"":""left_shoulder_pitch_joint"",""angle"":-84.48},{""name"":""left_shoulder_roll_joint"",""angle"":16.64},{""name"":""left_shoulder_yaw_joint"",""angle"":17.38},{""name"":""left_wrist_pitch_joint"",""angle"":2.86},{""name"":""left_wrist_roll_joint"",""angle"":-100.0},{""name"":""left_wrist_yaw_joint"",""angle"":-44.73},{""name"":""right_elbow_joint"",""angle"":-59.5},{""name"":""right_shoulder_pitch_joint"",""angle"":-84.48},{""name"":""right_shoulder_roll_joint"",""angle"":-16.64},{""name"":""right_shoulder_yaw_joint"",""angle"":-17.38},{""name"":""right_wrist_pitch_joint"",""angle"":2.86},{""name"":""right_wrist_roll_joint"",""angle"":100.0},{""name"":""right_wrist_yaw_joint"",""angle"":44.73}],""duration"":1.2}]"
583,200,train,basic_pose_control,original,"Подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00583_src_200_original.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},{""name"":""ri"
584,200,train,basic_pose_control,tempo_fast,"Выполни быстрее: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00584_src_200_tempo_fast.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.75},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},{""name"":""r"
585,200,train,basic_pose_control,tempo_slow,"Выполни медленнее и плавнее: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00585_src_200_tempo_slow.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.87},{""frame"":[],""duration"":1.16},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},{""name"":""r"
586,200,train,basic_pose_control,hold_short,"Подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно. В конце коротко удержи позу.",quality_00586_src_200_hold_short.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},{""name"":""ri"
587,200,train,basic_pose_control,hold_long,"Подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно. В конце удержи финальную позу несколько секунд.",quality_00587_src_200_hold_long.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},{""name"":""ri"
588,200,train,basic_pose_control,intensity_small,"Выполни с меньшей амплитудой: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00588_src_200_intensity_small.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-92.88},{""name"":""left_shoulder_roll_joint"",""angle"":13.76},{""name"":""left_shoulder_yaw_joint"",""angle"":-3.44},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":1.72},{""name"":""right_shoulder_roll_joint"",""angle"":-6.88},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":1.72},{""name"":""left_shoulder_roll_joint"",""angle"":6.88},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-92.88},{""name"":""right_shoulder_roll_joint"",""angle"":-13.76},{""na"
589,200,train,basic_pose_control,intensity_large,"Выполни шире и выразительнее: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00589_src_200_intensity_large.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-120.96},{""name"":""left_shoulder_roll_joint"",""angle"":17.92},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.48},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.24},{""name"":""right_shoulder_roll_joint"",""angle"":-8.96},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.24},{""name"":""left_shoulder_roll_joint"",""angle"":8.96},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-120.96},{""name"":""right_shoulder_roll_joint"",""angle"":-17.92},{"""
590,200,train,basic_pose_control,repeat_2x,"Повтори это движение два раза: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00590_src_200_repeat_2x.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""repeat"":[{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},"
591,200,train,basic_pose_control,repeat_3x,"Повтори это движение три раза: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00591_src_200_repeat_3x.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""repeat"":[{""frame"":[],""duration"":0.8},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0},"
592,200,train,basic_pose_control,repeat_fast_3x,"Быстро повтори это движение три раза: подними одну руку прямой вверх, другую держи опущенной, затем меняй руки поочередно",quality_00592_src_200_repeat_fast_3x.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":70.0},{""name"":""left_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""left_shoulder_roll_joint"",""angle"":16.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-4.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":0.0},{""name"":""left_wrist_yaw_joint"",""angle"":0.0},{""name"":""right_elbow_joint"",""angle"":74.0},{""name"":""right_shoulder_pitch_joint"",""angle"":2.0},{""name"":""right_shoulder_roll_joint"",""angle"":-8.0},{""name"":""right_shoulder_yaw_joint"",""angle"":0.0},{""name"":""right_wrist_pitch_joint"",""angle"":0.0},{""name"":""right_wrist_roll_joint"",""angle"":0.0},{""name"":""right_wrist_yaw_joint"",""angle"":0.0}],""duration"":0.75},{""repeat"":[{""frame"":[],""duration"":0.75},{""frame"":[{""name"":""left_elbow_joint"",""angle"":74.0},{""name"":""left_shoulder_pitch_joint"",""angle"":2.0},{""name"":""left_shoulder_roll_joint"",""angle"":8.0},{""name"":""left_shoulder_yaw_joint"",""angle"":-0.0},{""name"":""left_wrist_pitch_joint"",""angle"":0.0},{""name"":""left_wrist_roll_joint"",""angle"":-0.0},{""name"":""left_wrist_yaw_joint"",""angle"":-0.0},{""name"":""right_elbow_joint"",""angle"":70.0},{""name"":""right_shoulder_pitch_joint"",""angle"":-108.0},{""name"":""right_shoulder_roll_joint"",""angle"":-16.0}"
593,207,train,basic_pose_control,original,Подними согнутые в локтях руки на уровень груди и веди локти влево-вправо,quality_00593_src_207_original.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-15.8},{""name"":""right_elbow_joint"",""angle"":-15.8},{""name"":""left_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""right_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""left_shoulder_roll_joint"",""angle"":66.4},{""name"":""right_shoulder_roll_joint"",""angle"":-66.4},{""name"":""left_shoulder_yaw_joint"",""angle"":-55.4},{""name"":""right_shoulder_yaw_joint"",""angle"":55.4},{""name"":""left_wrist_pitch_joint"",""angle"":3.2},{""name"":""right_wrist_pitch_joint"",""angle"":3.2},{""name"":""left_wrist_roll_joint"",""angle"":-81.9},{""name"":""right_wrist_roll_joint"",""angle"":81.9},{""name"":""left_wrist_yaw_joint"",""angle"":-12.2},{""name"":""right_wrist_yaw_joint"",""angle"":12.2},{""name"":""L_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""L_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""L_thumb_intermediate_joint"",""angle"":45.8},{""name"":""L_thumb_distal_joint"",""angle"":68.8},{""name"":""L_index_proximal_joint"",""angle"":97.4},{""name"":""L_index_intermediate_joint"",""angle"":97.4},{""name"":""L_middle_proximal_joint"",""angle"":97.4},{""name"":""L_middle_intermediate_joint"",""angle"":97.4},{""name"":""L_ring_proximal_joint"",""angle"":97.4},{""name"":""L_ring_intermediate_joint"",""angle"":97.4},{""name"":""L_pinky_proximal_join"
594,207,train,basic_pose_control,tempo_fast,Выполни быстрее: подними согнутые в локтях руки на уровень груди и веди локти влево-вправо,quality_00594_src_207_tempo_fast.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-15.8},{""name"":""right_elbow_joint"",""angle"":-15.8},{""name"":""left_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""right_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""left_shoulder_roll_joint"",""angle"":66.4},{""name"":""right_shoulder_roll_joint"",""angle"":-66.4},{""name"":""left_shoulder_yaw_joint"",""angle"":-55.4},{""name"":""right_shoulder_yaw_joint"",""angle"":55.4},{""name"":""left_wrist_pitch_joint"",""angle"":3.2},{""name"":""right_wrist_pitch_joint"",""angle"":3.2},{""name"":""left_wrist_roll_joint"",""angle"":-81.9},{""name"":""right_wrist_roll_joint"",""angle"":81.9},{""name"":""left_wrist_yaw_joint"",""angle"":-12.2},{""name"":""right_wrist_yaw_joint"",""angle"":12.2},{""name"":""L_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""L_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""L_thumb_intermediate_joint"",""angle"":45.8},{""name"":""L_thumb_distal_joint"",""angle"":68.8},{""name"":""L_index_proximal_joint"",""angle"":97.4},{""name"":""L_index_intermediate_joint"",""angle"":97.4},{""name"":""L_middle_proximal_joint"",""angle"":97.4},{""name"":""L_middle_intermediate_joint"",""angle"":97.4},{""name"":""L_ring_proximal_joint"",""angle"":97.4},{""name"":""L_ring_intermediate_joint"",""angle"":97.4},{""name"":""L_pinky_proximal_join"
595,207,train,basic_pose_control,tempo_slow,Выполни медленнее и плавнее: подними согнутые в локтях руки на уровень груди и веди локти влево-вправо,quality_00595_src_207_tempo_slow.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-15.8},{""name"":""right_elbow_joint"",""angle"":-15.8},{""name"":""left_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""right_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""left_shoulder_roll_joint"",""angle"":66.4},{""name"":""right_shoulder_roll_joint"",""angle"":-66.4},{""name"":""left_shoulder_yaw_joint"",""angle"":-55.4},{""name"":""right_shoulder_yaw_joint"",""angle"":55.4},{""name"":""left_wrist_pitch_joint"",""angle"":3.2},{""name"":""right_wrist_pitch_joint"",""angle"":3.2},{""name"":""left_wrist_roll_joint"",""angle"":-81.9},{""name"":""right_wrist_roll_joint"",""angle"":81.9},{""name"":""left_wrist_yaw_joint"",""angle"":-12.2},{""name"":""right_wrist_yaw_joint"",""angle"":12.2},{""name"":""L_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""L_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""L_thumb_intermediate_joint"",""angle"":45.8},{""name"":""L_thumb_distal_joint"",""angle"":68.8},{""name"":""L_index_proximal_joint"",""angle"":97.4},{""name"":""L_index_intermediate_joint"",""angle"":97.4},{""name"":""L_middle_proximal_joint"",""angle"":97.4},{""name"":""L_middle_intermediate_joint"",""angle"":97.4},{""name"":""L_ring_proximal_joint"",""angle"":97.4},{""name"":""L_ring_intermediate_joint"",""angle"":97.4},{""name"":""L_pinky_proximal_join"
596,207,train,basic_pose_control,hold_short,Подними согнутые в локтях руки на уровень груди и веди локти влево-вправо. В конце коротко удержи позу.,quality_00596_src_207_hold_short.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-15.8},{""name"":""right_elbow_joint"",""angle"":-15.8},{""name"":""left_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""right_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""left_shoulder_roll_joint"",""angle"":66.4},{""name"":""right_shoulder_roll_joint"",""angle"":-66.4},{""name"":""left_shoulder_yaw_joint"",""angle"":-55.4},{""name"":""right_shoulder_yaw_joint"",""angle"":55.4},{""name"":""left_wrist_pitch_joint"",""angle"":3.2},{""name"":""right_wrist_pitch_joint"",""angle"":3.2},{""name"":""left_wrist_roll_joint"",""angle"":-81.9},{""name"":""right_wrist_roll_joint"",""angle"":81.9},{""name"":""left_wrist_yaw_joint"",""angle"":-12.2},{""name"":""right_wrist_yaw_joint"",""angle"":12.2},{""name"":""L_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""L_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""L_thumb_intermediate_joint"",""angle"":45.8},{""name"":""L_thumb_distal_joint"",""angle"":68.8},{""name"":""L_index_proximal_joint"",""angle"":97.4},{""name"":""L_index_intermediate_joint"",""angle"":97.4},{""name"":""L_middle_proximal_joint"",""angle"":97.4},{""name"":""L_middle_intermediate_joint"",""angle"":97.4},{""name"":""L_ring_proximal_joint"",""angle"":97.4},{""name"":""L_ring_intermediate_joint"",""angle"":97.4},{""name"":""L_pinky_proximal_join"
597,207,train,basic_pose_control,hold_long,Подними согнутые в локтях руки на уровень груди и веди локти влево-вправо. В конце удержи финальную позу несколько секунд.,quality_00597_src_207_hold_long.json,"[{""frame"":[{""name"":""left_elbow_joint"",""angle"":-15.8},{""name"":""right_elbow_joint"",""angle"":-15.8},{""name"":""left_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""right_shoulder_pitch_joint"",""angle"":-73.6},{""name"":""left_shoulder_roll_joint"",""angle"":66.4},{""name"":""right_shoulder_roll_joint"",""angle"":-66.4},{""name"":""left_shoulder_yaw_joint"",""angle"":-55.4},{""name"":""right_shoulder_yaw_joint"",""angle"":55.4},{""name"":""left_wrist_pitch_joint"",""angle"":3.2},{""name"":""right_wrist_pitch_joint"",""angle"":3.2},{""name"":""left_wrist_roll_joint"",""angle"":-81.9},{""name"":""right_wrist_roll_joint"",""angle"":81.9},{""name"":""left_wrist_yaw_joint"",""angle"":-12.2},{""name"":""right_wrist_yaw_joint"",""angle"":12.2},{""name"":""L_thumb_proximal_yaw_joint"",""angle"":28.0},{""name"":""L_thumb_proximal_pitch_joint"",""angle"":28.6},{""name"":""L_thumb_intermediate_joint"",""angle"":45.8},{""name"":""L_thumb_distal_joint"",""angle"":68.8},{""name"":""L_index_proximal_joint"",""angle"":97.4},{""name"":""L_index_intermediate_joint"",""angle"":97.4},{""name"":""L_middle_proximal_joint"",""angle"":97.4},{""name"":""L_middle_intermediate_joint"",""angle"":97.4},{""name"":""L_ring_proximal_joint"",""angle"":97.4},{""name"":""L_ring_intermediate_joint"",""angle"":97.4},{""name"":""L_pinky_proximal_join"
